OMIM_ID	type	ENSID
600661	gene	ENSG00000213999
600662	gene	ENSG00000081189
600663	gene	ENSG00000116604
600664	gene	ENSG00000213341
600665	gene	ENSG00000168412
600667	gene	ENSG00000180340
600673	gene	ENSG00000108312
600675	gene	ENSG00000126215
600676	gene	
600678	gene	ENSG00000116062
600681	gene	ENSG00000123700
600682	gene	ENSG00000155380
600684	gene	ENSG00000122224
600685	gene	ENSG00000182481
600686	gene	ENSG00000114030
600687	gene	ENSG00000156299
600688	gene	ENSG00000158516
600690	gene	ENSG00000145022
600691	gene	ENSG00000130304
600692	gene	ENSG00000130595
600693	gene	ENSG00000011304
600694	gene	ENSG00000134352
600696	gene	ENSG00000104823
600697	gene	ENSG00000117222
600698	gene	ENSG00000149948
600700	gene	ENSG00000145012
600701	gene	ENSG00000137309
600702	gene	ENSG00000196876
600703	gene	
600707	gene	ENSG00000143742
600708	gene	ENSG00000140319
600709	gene	ENSG00000196305
600711	gene	ENSG00000175832
600712	gene	ENSG00000165119
600713	gene	ENSG00000117594
600714	gene	ENSG00000120129
600715	gene	ENSG00000113296
600716	gene	ENSG00000134242
600719	gene	
600720	gene	
600722	gene	ENSG00000131238
600723	gene	ENSG00000108852
600724	gene	ENSG00000070729
600725	gene	ENSG00000164690
600726	gene	ENSG00000163501
600727	gene	ENSG00000162599
600728	gene	ENSG00000147862
600729	gene	ENSG00000141905
600730	gene	ENSG00000183729
600731	gene	ENSG00000125522
600732	gene	ENSG00000175906
600733	gene	ENSG00000139515
600734	gene	ENSG00000120457
600735	gene	ENSG00000068079
600738	gene	ENSG00000110876
600739	gene	
600742	gene	ENSG00000069702
600743	gene	ENSG00000090447
600744	gene	ENSG00000112561
600745	gene	ENSG00000267467
600746	gene	ENSG00000113722
600747	gene	ENSG00000121068
600748	gene	ENSG00000139644
600749	gene	ENSG00000092067
600750	gene	ENSG00000106236
600751	gene	ENSG00000088827
600752	gene	ENSG00000132975
600753	gene	ENSG00000090863
600754	gene	ENSG00000157227
600755	gene	ENSG00000157152
600756	gene	ENSG00000119383
600758	gene	ENSG00000169398
600759	gene	ENSG00000143801
600760	gene	ENSG00000168447
600761	gene	ENSG00000166828
600763	gene	ENSG00000133112
600764	gene	ENSG00000153029
600767	gene	ENSG00000057608
600768	gene	ENSG00000169410
600769	gene	ENSG00000127324
600770	gene	ENSG00000117983
600772	gene	ENSG00000064995
600773	gene	ENSG00000120656
600774	gene	ENSG00000197780
600777	gene	ENSG00000125482
600778	gene	ENSG00000111276
600781	gene	ENSG00000131096
600782	gene	ENSG00000129990
600783	gene	ENSG00000112855
600784	gene	ENSG00000113088
600786	gene	ENSG00000011007
600787	gene	ENSG00000103363
600788	gene	ENSG00000154582
600789	gene	ENSG00000214026
600796	gene	ENSG00000104897
600797	gene	ENSG00000185950
600798	gene	ENSG00000130202
600799	gene	ENSG00000204217
600800	gene	ENSG00000138386
600804	gene	ENSG00000134640
600805	gene	ENSG00000053747
600806	gene	ENSG00000130176
600810	gene	ENSG00000101333
600811	gene	ENSG00000134574
600812	gene	ENSG00000136450
600813	gene	ENSG00000161547
600814	gene	ENSG00000020922
600815	gene	ENSG00000106628
600816	gene	ENSG00000109971
600817	gene	ENSG00000163032
600818	gene	ENSG00000149591
600819	gene	ENSG00000114416
600820	gene	ENSG00000095139
600821	gene	ENSG00000166148
600822	gene	ENSG00000273841
600823	gene	ENSG00000052344
600824	gene	ENSG00000129170
600825	gene	ENSG00000069667
600826	gene	ENSG00000130287
600827	gene	ENSG00000095464
600828	gene	ENSG00000241837
600829	gene	ENSG00000165458
600830	gene	ENSG00000234127
600831	gene	ENSG00000196730
600832	gene	ENSG00000140350
600833	gene	ENSG00000004866
600834	gene	ENSG00000197279
600835	gene	ENSG00000107562
600836	gene	ENSG00000163499
600837	gene	ENSG00000168621
600838	gene	ENSG00000109101
600839	gene	ENSG00000074803
600840	gene	ENSG00000064651
600842	gene	ENSG00000084734
600843	gene	ENSG00000109991
600844	gene	ENSG00000187848
600845	gene	ENSG00000108405
600846	gene	ENSG00000135124
600848	gene	ENSG00000196498
600849	gene	ENSG00000141027
600853	gene	ENSG00000070614
600855	gene	ENSG00000157540
600856	gene	ENSG00000129757
600857	gene	ENSG00000073578
600859	gene	ENSG00000106305
600860	gene	ENSG00000122034
600861	gene	ENSG00000116741
600862	gene	ENSG00000173744
600863	gene	ENSG00000213923
600864	gene	ENSG00000141551
600865	gene	ENSG00000139970
600866	gene	ENSG00000071994
600867	gene	ENSG00000163479
600868	gene	ENSG00000124783
600869	gene	ENSG00000198055
600870	gene	ENSG00000198873
600871	gene	ENSG00000162676
600873	gene	ENSG00000117151
600874	gene	ENSG00000174021
600875	gene	ENSG00000119640
600876	gene	ENSG00000166900
600877	gene	ENSG00000157542
600879	gene	ENSG00000106459
600887	gene	ENSG00000113318
600888	gene	ENSG00000050327
600889	gene	ENSG00000080910
600890	gene	ENSG00000084754
600892	gene	ENSG00000159263
600895	gene	ENSG00000119973
600896	gene	ENSG00000181408
600897	gene	ENSG00000121634
600898	gene	ENSG00000176887
600899	gene	ENSG00000253729
600900	gene	ENSG00000163069
600902	gene	ENSG00000086475
600904	gene	ENSG00000152092
600909	gene	ENSG00000160285
600910	gene	ENSG00000120211
600911	gene	ENSG00000066382
600912	gene	ENSG00000137310
600914	gene	ENSG00000100650
600915	gene	ENSG00000132688
600916	gene	ENSG00000040933
600917	gene	ENSG00000154415
600921	gene	ENSG00000102678
600922	gene	ENSG00000065534
600923	gene	ENSG00000143224
600924	gene	ENSG00000127554
600925	gene	ENSG00000149177
600926	gene	ENSG00000132334
600927	gene	ENSG00000129355
600928	gene	ENSG00000103148
600929	gene	ENSG00000100122
600930	gene	ENSG00000106304
600932	gene	ENSG00000162728
600933	gene	ENSG00000164251
600934	gene	ENSG00000086205
600935	gene	ENSG00000121361
600936	gene	ENSG00000072571
600937	gene	ENSG00000187486
600938	gene	ENSG00000122257
600939	gene	ENSG00000137070
600940	gene	ENSG00000005156
600941	gene	ENSG00000090013
600943	gene	ENSG00000149257
600944	gene	ENSG00000095059
600945	gene	ENSG00000163794
600946	gene	ENSG00000112964
600947	gene	ENSG00000173805
600948	gene	ENSG00000168314
600949	gene	
600950	gene	ENSG00000129673
600951	gene	ENSG00000147601
600953	gene	ENSG00000150782
600954	gene	ENSG00000112977
600956	gene	ENSG00000135409
600957	gene	ENSG00000104899
600958	gene	ENSG00000134571
600959	gene	ENSG00000129083
600960	gene	ENSG00000119335
600963	gene	ENSG00000177045
600966	gene	ENSG00000131899
600967	gene	ENSG00000133740
600968	gene	ENSG00000070915
600970	gene	ENSG00000196586
600976	gene	ENSG00000083857
600978	gene	ENSG00000227507
600979	gene	ENSG00000111321
600980	gene	ENSG00000152592
600981	gene	ENSG00000154330
600982	gene	ENSG00000095015
600983	gene	ENSG00000151623
600984	gene	ENSG00000213676
600985	gene	ENSG00000168477
600986	gene	ENSG00000163462
600988	gene	ENSG00000196547
600993	gene	ENSG00000141646
600997	gene	ENSG00000133216
600998	gene	ENSG00000156052
600999	gene	ENSG00000103495
601002	gene	ENSG00000100983
601007	gene	ENSG00000116678
601009	gene	ENSG00000104067
601010	gene	ENSG00000125878
601011	gene	ENSG00000141837
601012	gene	ENSG00000148408
601013	gene	ENSG00000198216
601014	gene	ENSG00000075711
601015	gene	ENSG00000119655
601017	gene	ENSG00000101400
601019	gene	ENSG00000196517
601020	gene	ENSG00000114013
601021	gene	ENSG00000110713
601022	gene	ENSG00000204498
601023	gene	ENSG00000165280
601024	gene	ENSG00000161203
601025	gene	ENSG00000006125
601026	gene	ENSG00000196961
601028	gene	ENSG00000196776
601029	gene	ENSG00000106484
601030	gene	ENSG00000258818
601031	gene	ENSG00000158106
601032	gene	ENSG00000123143
601033	gene	ENSG00000130702
601035	gene	ENSG00000169045
601037	gene	ENSG00000169813
601038	gene	ENSG00000197406
601040	gene	ENSG00000073060
601041	gene	ENSG00000065717
601045	gene	ENSG00000198561
601046	gene	ENSG00000262406
601047	gene	ENSG00000105974
601048	gene	ENSG00000105971
601051	gene	ENSG00000102854
601052	gene	ENSG00000127445
601053	gene	ENSG00000164050
601054	gene	ENSG00000076356
601055	gene	ENSG00000114554
601056	gene	ENSG00000140379
601057	gene	ENSG00000249915
601058	gene	ENSG00000132475
601060	gene	ENSG00000136960
601061	gene	ENSG00000125743
601062	gene	ENSG00000100028
601063	gene	ENSG00000167088
601064	gene	ENSG00000185650
601065	gene	ENSG00000090861
601066	gene	ENSG00000155463
601069	gene	ENSG00000196793
601070	gene	ENSG00000134470
601074	gene	ENSG00000149187
601077	gene	ENSG00000094796
601078	gene	ENSG00000161850
601080	gene	ENSG00000161265
601081	gene	ENSG00000173208
601082	gene	ENSG00000186591
601089	gene	ENSG00000103241
601090	gene	ENSG00000054598
601091	gene	ENSG00000251493
601092	gene	ENSG00000170122
601093	gene	ENSG00000168269
601094	gene	ENSG00000186790
601097	gene	ENSG00000109099
601099	gene	ENSG00000155926
601100	gene	ENSG00000155304
601102	gene	ENSG00000156976
601103	gene	ENSG00000197614
601105	gene	ENSG00000143387
601107	gene	ENSG00000023839
601109	gene	ENSG00000158748
601112	gene	ENSG00000198431
601113	gene	ENSG00000170606
601114	gene	ENSG00000161647
601115	gene	ENSG00000198822
601116	gene	ENSG00000179603
601117	gene	ENSG00000172009
601118	gene	ENSG00000164615
601119	gene	ENSG00000125656
601120	gene	ENSG00000179776
601121	gene	ENSG00000119630
601122	gene	ENSG00000135914
601123	gene	ENSG00000111728
601124	gene	ENSG00000001617
601125	gene	ENSG00000159399
601126	gene	ENSG00000144747
601128	gene	ENSG00000163041
601129	gene	ENSG00000138115
601130	gene	ENSG00000138109
601131	gene	ENSG00000108242
601132	gene	ENSG00000141068
601133	gene	ENSG00000130612
601134	gene	ENSG00000134910
601135	gene	ENSG00000168505
601139	gene	ENSG00000105497
601140	gene	ENSG00000173457
601141	gene	ENSG00000169282
601142	gene	ENSG00000069424
601143	gene	ENSG00000204843
601145	gene	ENSG00000160213
601146	gene	ENSG00000125965
601147	gene	ENSG00000156466
601148	gene	ENSG00000163206
601149	gene	ENSG00000166411
601150	gene	ENSG00000013573
601151	gene	
601153	gene	ENSG00000189283
601155	gene	ENSG00000180448
601156	gene	ENSG00000172156
601157	gene	ENSG00000164821
601158	gene	ENSG00000107643
601159	gene	ENSG00000163823
601166	gene	ENSG00000154165
601167	gene	ENSG00000169860
601168	gene	ENSG00000113657
601172	gene	ENSG00000173546
601175	gene	ENSG00000213465
601176	gene	ENSG00000023909
601177	gene	ENSG00000168374
601178	gene	ENSG00000135387
601179	gene	ENSG00000132341
601180	gene	ENSG00000099901
601181	gene	ENSG00000153201
601182	gene	ENSG00000115942
601183	gene	ENSG00000182809
601184	gene	ENSG00000102580
601185	gene	ENSG00000159167
601189	gene	ENSG00000177700
601190	gene	ENSG00000139053
601191	gene	ENSG00000100632
601192	gene	ENSG00000127472
601193	gene	ENSG00000124812
601194	gene	ENSG00000174125
601196	gene	ENSG00000116731
601197	gene	ENSG00000166402
601199	gene	ENSG00000036828
601201	gene	
601203	gene	ENSG00000115602
601204	gene	ENSG00000134247
601205	gene	ENSG00000126778
601206	gene	ENSG00000110777
601207	gene	ENSG00000145214
601209	gene	ENSG00000169564
601210	gene	ENSG00000197111
601211	gene	ENSG00000123146
601212	gene	ENSG00000120899
601213	gene	ENSG00000164163
601215	gene	ENSG00000175054
601218	gene	ENSG00000197381
601225	gene	
601231	gene	ENSG00000198793
601232	gene	ENSG00000105851
601233	gene	ENSG00000175189
601234	gene	ENSG00000196531
601235	gene	ENSG00000178105
601236	gene	ENSG00000153071
601237	gene	ENSG00000128482
601239	gene	ENSG00000134769
601240	gene	ENSG00000130005
601241	gene	ENSG00000116478
601242	gene	ENSG00000101460
601243	gene	ENSG00000177302
601244	gene	ENSG00000152402
601245	gene	ENSG00000159259
601246	gene	ENSG00000167670
601247	gene	ENSG00000100485
601248	gene	ENSG00000136717
601249	gene	ENSG00000161542
601250	gene	ENSG00000175806
601252	gene	ENSG00000085265
601253	gene	ENSG00000182533
601254	gene	ENSG00000108984
601255	gene	ENSG00000130294
601257	gene	ENSG00000079785
601258	gene	ENSG00000134716
601259	gene	ENSG00000178522
601260	gene	ENSG00000106261
601261	gene	ENSG00000166529
601262	gene	ENSG00000170631
601263	gene	ENSG00000126934
601265	gene	ENSG00000156574
601266	gene	ENSG00000128951
601267	gene	ENSG00000121807
601268	gene	ENSG00000183625
601269	gene	ENSG00000108561
601270	gene	ENSG00000186529
601271	gene	ENSG00000044012
601272	gene	ENSG00000028528
601273	gene	ENSG00000070371
601274	gene	ENSG00000106853
601275	gene	ENSG00000150625
601276	gene	ENSG00000188629
601278	gene	ENSG00000109536
601279	gene	ENSG00000183628
601280	gene	ENSG00000180660
601281	gene	ENSG00000012171
601282	gene	ENSG00000178209
601284	gene	ENSG00000139567
601285	gene	ENSG00000127922
601288	gene	ENSG00000164924
601289	gene	ENSG00000166913
601290	gene	ENSG00000175793
601291	gene	ENSG00000174607
601292	gene	ENSG00000197165
601293	gene	ENSG00000106615
601295	gene	ENSG00000125255
601296	gene	ENSG00000030304
601297	gene	ENSG00000129194
601299	gene	ENSG00000107779
601300	gene	ENSG00000135503
601301	gene	ENSG00000137168
601302	gene	ENSG00000221823
601303	gene	ENSG00000105254
601304	gene	ENSG00000100138
601305	gene	ENSG00000157219
601306	gene	ENSG00000180353
601309	gene	ENSG00000185920
601310	gene	ENSG00000187048
601311	gene	ENSG00000167780
601313	gene	ENSG00000008710
601314	gene	ENSG00000169567
601323	gene	ENSG00000104805
601324	gene	ENSG00000138668
601325	gene	ENSG00000113805
601326	gene	ENSG00000013297
601327	gene	ENSG00000149575
601328	gene	ENSG00000162572
601329	gene	ENSG00000106683
601330	gene	ENSG00000070019
601332	gene	ENSG00000150051
601333	gene	ENSG00000109111
601334	gene	ENSG00000104892
601335	gene	ENSG00000065559
601336	gene	ENSG00000115275
601337	gene	ENSG00000080298
601340	gene	ENSG00000261857
601342	gene	ENSG00000124207
601361	gene	ENSG00000266524
601364	gene	ENSG00000140945
601365	gene	ENSG00000107404
601366	gene	ENSG00000175387
601368	gene	ENSG00000161202
601373	gene	ENSG00000160791
601380	gene	ENSG00000243364
601381	gene	ENSG00000143590
601383	gene	ENSG00000086159
601384	gene	ENSG00000160932
601385	gene	ENSG00000104723
601387	gene	ENSG00000074319
601391	gene	ENSG00000181374
601392	gene	ENSG00000276409
601393	gene	ENSG00000275718
601394	gene	ENSG00000275152
601395	gene	
601396	gene	ENSG00000075290
601397	gene	ENSG00000164458
601398	gene	ENSG00000173511
601401	gene	ENSG00000089693
601402	gene	ENSG00000178053
601403	gene	ENSG00000150760
601404	gene	ENSG00000119714
601405	gene	ENSG00000162438
601406	gene	ENSG00000110987
601408	gene	ENSG00000083168
601409	gene	ENSG00000172977
601411	gene	ENSG00000170624
601413	gene	ENSG00000211448
601415	gene	ENSG00000101057
601416	gene	ENSG00000112473
601417	gene	ENSG00000204228
601418	gene	ENSG00000125844
601421	gene	ENSG00000065427
601422	gene	ENSG00000169641
601423	gene	ENSG00000139372
601424	gene	ENSG00000083720
601425	gene	ENSG00000187735
601426	gene	ENSG00000177463
601428	gene	ENSG00000264229
601429	gene	ENSG00000221676
601430	gene	ENSG00000005007
601431	gene	
601432	gene	
601434	gene	ENSG00000113558
601435	gene	
601436	gene	ENSG00000145604
601437	gene	ENSG00000104870
601439	gene	ENSG00000069431
601440	gene	ENSG00000153933
601441	gene	ENSG00000149091
601442	gene	ENSG00000172757
601443	gene	ENSG00000165410
601444	gene	ENSG00000135441
601445	gene	ENSG00000147684
601447	gene	ENSG00000111667
601448	gene	ENSG00000149308
601456	gene	ENSG00000138722
601459	gene	ENSG00000168081
601460	gene	ENSG00000174640
601461	gene	ENSG00000172238
601463	gene	ENSG00000105509
601464	gene	ENSG00000144218
601465	gene	ENSG00000114956
601467	gene	ENSG00000164109
601468	gene	ENSG00000168906
601469	gene	ENSG00000144407
601470	gene	ENSG00000168329
601473	gene	ENSG00000162086
601475	gene	ENSG00000241945
601476	gene	ENSG00000162511
601478	gene	ENSG00000166866
601479	gene	ENSG00000157483
601480	gene	ENSG00000142347
601481	gene	ENSG00000145555
601482	gene	ENSG00000117505
601483	gene	ENSG00000198300
601484	gene	ENSG00000250722
601485	gene	ENSG00000099365
601486	gene	ENSG00000092345
601487	gene	ENSG00000132170
601488	gene	ENSG00000100365
601489	gene	ENSG00000099769
601490	gene	ENSG00000123405
601491	gene	
601496	gene	ENSG00000151892
601497	gene	ENSG00000107262
601498	gene	ENSG00000124587
601500	gene	ENSG00000128602
601501	gene	ENSG00000069329
601502	gene	ENSG00000198019
601503	gene	ENSG00000265531
601504	gene	ENSG00000129657
601505	gene	ENSG00000167635
601506	gene	ENSG00000168385
601507	gene	ENSG00000177879
601509	gene	ENSG00000137563
601510	gene	ENSG00000114650
601511	gene	ENSG00000126561
601512	gene	ENSG00000166888
601513	gene	ENSG00000114279
601514	gene	ENSG00000161958
601515	gene	ENSG00000102466
601516	gene	ENSG00000168066
601517	gene	ENSG00000204842
601519	gene	ENSG00000169020
601520	gene	ENSG00000102970
601521	gene	ENSG00000164283
601522	gene	ENSG00000141738
601523	gene	ENSG00000106070
601524	gene	ENSG00000115290
601525	gene	ENSG00000133048
601526	gene	ENSG00000064886
601527	gene	ENSG00000180318
601528	gene	ENSG00000150630
601529	gene	ENSG00000120798
601530	gene	ENSG00000161011
601531	gene	ENSG00000213903
601532	gene	ENSG00000138794
601533	gene	ENSG00000104755
601534	gene	ENSG00000162989
601535	gene	ENSG00000184349
601538	gene	ENSG00000175325
601540	gene	ENSG00000204256
601541	gene	ENSG00000169925
601542	gene	ENSG00000164093
601545	gene	ENSG00000007168
601546	gene	ENSG00000117707
601548	gene	ENSG00000115380
601554	gene	ENSG00000146425
601555	gene	ENSG00000108830
601556	gene	ENSG00000124788
601557	gene	ENSG00000076555
601558	gene	ENSG00000157110
601562	gene	ENSG00000088986
601564	gene	ENSG00000275896
601565	gene	ENSG00000140968
601566	gene	ENSG00000153487
601567	gene	ENSG00000074695
601568	gene	ENSG00000148700
601569	gene	ENSG00000132388
601570	gene	ENSG00000154764
601571	gene	ENSG00000198898
601572	gene	ENSG00000077549
601573	gene	ENSG00000106462
601574	gene	ENSG00000270647
601575	gene	ENSG00000075426
601576	gene	ENSG00000105426
601577	gene	ENSG00000213402
601578	gene	ENSG00000113328
601579	gene	ENSG00000104904
601580	gene	ENSG00000116489
601581	gene	ENSG00000091129
601582	gene	ENSG00000168918
601584	gene	ENSG00000184007
601585	gene	ENSG00000112245
601586	gene	ENSG00000171522
601589	gene	ENSG00000155903
601590	gene	ENSG00000167880
601591	gene	ENSG00000138669
601592	gene	ENSG00000165917
601593	gene	ENSG00000138376
601594	gene	ENSG00000008083
601595	gene	ENSG00000170365
601597	gene	ENSG00000159388
601598	gene	ENSG00000153707
601599	gene	ENSG00000123096
601600	gene	ENSG00000244405
601601	gene	ENSG00000008196
601602	gene	ENSG00000087510
601603	gene	ENSG00000043462
601604	gene	ENSG00000096996
601607	gene	ENSG00000099956
601609	gene	ENSG00000138796
601610	gene	ENSG00000124557
601611	gene	ENSG00000132874
601613	gene	ENSG00000160683
601614	gene	ENSG00000065320
601615	gene	ENSG00000167972
601617	gene	ENSG00000135437
601618	gene	ENSG00000203883
601619	gene	ENSG00000160271
601620	gene	ENSG00000089225
601621	gene	ENSG00000135111
601622	gene	ENSG00000122691
601623	gene	ENSG00000114062
601624	gene	ENSG00000160339
601625	gene	ENSG00000129744
601627	gene	ENSG00000205571
601629	gene	ENSG00000183036
601632	gene	ENSG00000152192
601633	gene	ENSG00000073969
601636	gene	ENSG00000170961
601637	gene	ENSG00000001630
601638	gene	ENSG00000132254
601639	gene	ENSG00000072062
601641	gene	ENSG00000168306
601642	gene	ENSG00000081985
601643	gene	ENSG00000066027
601644	gene	ENSG00000068971
601645	gene	ENSG00000078304
601646	gene	ENSG00000112640
601647	gene	ENSG00000154001
601648	gene	ENSG00000159352
601651	gene	ENSG00000205531
601652	gene	ENSG00000034971
601653	gene	ENSG00000104313
601654	gene	ENSG00000064655
601655	gene	ENSG00000158161
601656	gene	ENSG00000141448
601657	gene	ENSG00000083782
601658	gene	ENSG00000253117
601659	gene	ENSG00000160221
601661	gene	ENSG00000103275
601662	gene	ENSG00000170017
601663	gene	ENSG00000140009
601664	gene	ENSG00000144028
601667	gene	ENSG00000154188
601670	gene	ENSG00000011332
601671	gene	ENSG00000133884
601672	gene	ENSG00000205683
601673	gene	ENSG00000107105
601674	gene	ENSG00000108799
601677	gene	ENSG00000128609
601679	gene	ENSG00000263001
601681	gene	ENSG00000087191
601683	gene	ENSG00000167186
601684	gene	ENSG00000117676
601685	gene	ENSG00000071242
601686	gene	ENSG00000129566
601687	gene	ENSG00000187242
601688	gene	ENSG00000164120
601689	gene	ENSG00000141384
601690	gene	ENSG00000146070
601691	gene	ENSG00000198691
601692	gene	ENSG00000120708
601693	gene	ENSG00000175567
601695	gene	ENSG00000171209
601697	gene	ENSG00000166401
601698	gene	ENSG00000155093
601699	gene	ENSG00000124212
601702	gene	ENSG00000067900
601703	gene	ENSG00000125753
601704	gene	ENSG00000138755
601710	gene	ENSG00000100664
601711	gene	ENSG00000056558
601712	gene	ENSG00000110330
601713	gene	ENSG00000197045
601714	gene	ENSG00000197905
601716	gene	ENSG00000124214
601717	gene	ENSG00000076944
601719	gene	ENSG00000121075
601720	gene	ENSG00000151657
601721	gene	ENSG00000023445
601723	gene	ENSG00000163251
601724	gene	ENSG00000162992
601725	gene	ENSG00000171532
601726	gene	ENSG00000181965
601728	gene	ENSG00000171862
601729	gene	ENSG00000074219
601730	gene	ENSG00000135845
601731	gene	ENSG00000138363
601732	gene	ENSG00000173473
601733	gene	ENSG00000085871
601734	gene	ENSG00000139613
601735	gene	ENSG00000066117
601736	gene	ENSG00000108604
601737	gene	ENSG00000082014
601738	gene	ENSG00000158008
601739	gene	ENSG00000143995
601740	gene	ENSG00000134138
601741	gene	ENSG00000166266
601742	gene	ENSG00000130726
601743	gene	ENSG00000145623
601745	gene	ENSG00000135750
601746	gene	ENSG00000149428
601747	gene	ENSG00000113595
601748	gene	ENSG00000145736
601749	gene	ENSG00000174842
601750	gene	ENSG00000111358
601751	gene	ENSG00000128285
601752	gene	ENSG00000138185
601753	gene	ENSG00000171497
601754	gene	ENSG00000070010
601755	gene	ENSG00000100056
601756	gene	ENSG00000115339
601757	gene	ENSG00000112357
601758	gene	ENSG00000108733
601760	gene	ENSG00000213780
601761	gene	ENSG00000165806
601762	gene	ENSG00000003400
601763	gene	ENSG00000064012
601766	gene	ENSG00000188763
601767	gene	ENSG00000127946
601768	gene	ENSG00000141985
601769	gene	ENSG00000111424
601770	gene	ENSG00000226306
601771	gene	ENSG00000138061
601772	gene	ENSG00000188486
601773	gene	ENSG00000054356
601774	gene	ENSG00000152127
601778	gene	ENSG00000099821
601782	gene	ENSG00000107140
601783	gene	ENSG00000171533
601784	gene	ENSG00000108684
601785	gene	ENSG00000140650
601786	gene	ENSG00000100417
601787	gene	ENSG00000148835
601788	gene	ENSG00000138379
601789	gene	ENSG00000162928
601790	gene	ENSG00000204174
601791	gene	ENSG00000142655
601792	gene	ENSG00000184203
601795	gene	ENSG00000102882
601796	gene	ENSG00000130699
601797	gene	ENSG00000112297
601798	gene	ENSG00000113552
601799	gene	ENSG00000170542
601801	gene	ENSG00000167182
601802	gene	ENSG00000163666
601804	gene	ENSG00000172845
601805	gene	ENSG00000164850
601806	gene	ENSG00000076003
601807	gene	ENSG00000123342
601810	gene	ENSG00000138346
601814	gene	ENSG00000137731
601817	gene	ENSG00000103024
601818	gene	ENSG00000103202
601819	gene	ENSG00000171634
601821	gene	ENSG00000201098
601822	gene	ENSG00000202354
601823	gene	ENSG00000252316
601824	gene	
601825	gene	ENSG00000115286
601826	gene	ENSG00000077044
601828	gene	ENSG00000153234
601831	gene	ENSG00000184678
601832	gene	ENSG00000162244
601833	gene	ENSG00000204472
601834	gene	ENSG00000179934
601835	gene	ENSG00000112486
601836	gene	ENSG00000075945
601837	gene	ENSG00000174405
601838	gene	ENSG00000100605
601839	gene	ENSG00000182580
601841	gene	ENSG00000188488
601843	gene	ENSG00000105641
601844	gene	ENSG00000126562
601845	gene	ENSG00000063515
601848	gene	ENSG00000173726
601851	gene	ENSG00000134852
601852	gene	ENSG00000105376
601854	gene	ENSG00000058866
601855	gene	ENSG00000076928
601856	gene	ENSG00000121417
601858	gene	ENSG00000153132
601860	gene	ENSG00000133835
601861	gene	ENSG00000133111
601863	gene	ENSG00000143390
601865	gene	ENSG00000152952
601866	gene	ENSG00000187764
601867	gene	ENSG00000069849
601870	gene	ENSG00000111142
601871	gene	ENSG00000175183
601872	gene	ENSG00000003989
601873	gene	ENSG00000135454
601874	gene	ENSG00000118985
601877	gene	ENSG00000143768
601878	gene	ENSG00000155090
601879	gene	ENSG00000168961
601880	gene	ENSG00000006210
601881	gene	ENSG00000134438
601882	gene	ENSG00000160049
601883	gene	ENSG00000169598
601886	gene	ENSG00000183734
601889	gene	
601890	gene	ENSG00000112655
601891	gene	ENSG00000175315
601892	gene	ENSG00000102753
601893	gene	ENSG00000038382
601895	gene	ENSG00000127191
601896	gene	ENSG00000131323
601897	gene	ENSG00000163848
601898	gene	ENSG00000121853
601899	gene	ENSG00000136738
601900	gene	ENSG00000137265
601901	gene	ENSG00000118160
601902	gene	ENSG00000085840
601903	gene	ENSG00000197888
601905	gene	ENSG00000100949
601906	gene	ENSG00000169884
601907	gene	ENSG00000067141
601908	gene	ENSG00000204882
601909	gene	ENSG00000011454
601910	gene	ENSG00000172209
601911	gene	ENSG00000108813
601912	gene	ENSG00000116030
601913	gene	ENSG00000198356
601914	gene	ENSG00000188783
601915	gene	ENSG00000157150
601916	gene	ENSG00000145050
601917	gene	ENSG00000132746
601918	gene	ENSG00000164404
601919	gene	ENSG00000164220
601920	gene	ENSG00000101384
601922	gene	ENSG00000091879
601924	gene	ENSG00000122218
601925	gene	ENSG00000141522
601926	gene	ENSG00000151365
601928	gene	ENSG00000170442
601929	gene	ENSG00000074370
601930	gene	ENSG00000169594
601931	gene	ENSG00000129473
601932	gene	
601933	gene	ENSG00000008405
601934	gene	ENSG00000169727
601935	gene	ENSG00000132522
601936	gene	ENSG00000177425
601937	gene	ENSG00000124151
601939	gene	ENSG00000096063
601940	gene	ENSG00000116350
601943	gene	ENSG00000111786
601944	gene	ENSG00000124193
601945	gene	ENSG00000061936
601947	gene	ENSG00000177732
601949	gene	ENSG00000182389
601950	gene	ENSG00000179588
601951	gene	ENSG00000013441
601953	gene	ENSG00000134480
601955	gene	ENSG00000134058
601956	gene	ENSG00000168546
601958	gene	ENSG00000167535
601959	gene	ENSG00000114904
601960	gene	ENSG00000115009
601961	gene	ENSG00000160310
601962	gene	ENSG00000231925
601963	gene	ENSG00000113312
601964	gene	ENSG00000168259
601965	gene	ENSG00000213694
601966	gene	ENSG00000215695
601967	gene	ENSG00000188064
601968	gene	ENSG00000134245
601969	gene	ENSG00000187908
601970	gene	ENSG00000106018
601972	gene	ENSG00000198963
601973	gene	ENSG00000106538
601974	gene	ENSG00000170989
601975	gene	ENSG00000081277
601978	gene	ENSG00000147955
601980	gene	ENSG00000182333
601981	gene	ENSG00000169413
601982	gene	ENSG00000114026
601983	gene	ENSG00000104814
601984	gene	ENSG00000266412
601985	gene	ENSG00000108091
601987	gene	ENSG00000205560
601988	gene	ENSG00000182541
601989	gene	ENSG00000189171
601990	gene	ENSG00000078900
601991	gene	ENSG00000104967
601993	gene	ENSG00000140396
601994	gene	
601995	gene	ENSG00000116147
601997	gene	ENSG00000015475
